Game won?;0
Distance Ball Traveled;479.90735000000086
Distance Ball Traveled Alone;479.90735000000086
Distance Ball was held;0.0
Time steps the ball was alone;9674
Time steps the ball was held;2377
Offender RB distance traveled;350.5699999999551
Offender RB distance traveled without ball;343.0099999999583
Offender RB distance traveled with ball;7.559999999999955
Offender RB time steps without ball;11796
Offender RB time steps with ball;255
Offender RB receive locations;[(-30.891680936222915, 33.05866829450243), (-35.108704652055124, 37.70561952335099), (-9.015486006696646, 45.679782950990415)]
Offender RB number of keeps;252
Offender RB number of goals;0
Offender RB location of goal shots;[]
Offender RB number of passes;3
Offender RB number of goal attempts;0
Offender RB locations of goal attempts;[]
Offender RCB distance traveled;350.2499999999623
Offender RCB distance traveled without ball;335.7299999999693
Offender RCB distance traveled with ball;14.519999999999984
Offender RCB time steps without ball;11563
Offender RCB time steps with ball;488
Offender RCB receive locations;[(-19.167981901937218, 35.72738230064609), (-26.277563797078777, 47.42095560249567), (16.386889998747897, 46.68767521807642), (-0.9253300831547567, 49.37189640976077)]
Offender RCB number of keeps;484
Offender RCB number of goals;0
Offender RCB location of goal shots;[]
Offender RCB number of passes;5
Offender RCB number of goal attempts;0
Offender RCB locations of goal attempts;[]
Offender LCB distance traveled;353.88999999996753
Offender LCB distance traveled without ball;349.7499999999692
Offender LCB distance traveled with ball;4.140000000000003
Offender LCB time steps without ball;11910
Offender LCB time steps with ball;141
Offender LCB receive locations;[(-0.2377281921731088, 43.568090036236796), (-12.8953931961317, 37.631334672464604), (-19.68524464661023, 43.092180366151396)]
Offender LCB number of keeps;138
Offender LCB number of goals;0
Offender LCB location of goal shots;[]
Offender LCB number of passes;3
Offender LCB number of goal attempts;0
Offender LCB locations of goal attempts;[]
Offender LB distance traveled;328.52999999996325
Offender LB distance traveled without ball;328.52999999996325
Offender LB distance traveled with ball;0
Offender LB time steps without ball;12051
Offender LB time steps with ball;0
Offender LB receive locations;[]
Offender LB number of keeps;0
Offender LB number of goals;0
Offender LB location of goal shots;[]
Offender LB number of passes;0
Offender LB number of goal attempts;0
Offender LB locations of goal attempts;[]
Offender RM distance traveled;345.36999999996
Offender RM distance traveled without ball;339.1599999999644
Offender RM distance traveled with ball;6.20999999999999
Offender RM time steps without ball;11839
Offender RM time steps with ball;212
Offender RM receive locations;[(-22.000146490561292, 52.439885528285586), (-25.46950001010869, 31.944119585894583), (-27.974567194302868, 39.10708488332129), (-25.914116160298143, 42.228367300869806), (17.223910284702054, 34.424325530829556)]
Offender RM number of keeps;207
Offender RM number of goals;0
Offender RM location of goal shots;[]
Offender RM number of passes;5
Offender RM number of goal attempts;0
Offender RM locations of goal attempts;[]
Offender CM distance traveled;349.3099999999644
Offender CM distance traveled without ball;347.1199999999653
Offender CM distance traveled with ball;2.19000000000001
Offender CM time steps without ball;11975
Offender CM time steps with ball;76
Offender CM receive locations;[(-15.275233114866513, 39.242887396126896), (-15.397406382780165, 29.074470603739822), (-18.615347390261658, 38.9885127489473)]
Offender CM number of keeps;73
Offender CM number of goals;0
Offender CM location of goal shots;[]
Offender CM number of passes;3
Offender CM number of goal attempts;0
Offender CM locations of goal attempts;[]
Offender LM distance traveled;358.0499999999654
Offender LM distance traveled without ball;331.76999999997827
Offender LM distance traveled with ball;26.280000000000015
Offender LM time steps without ball;11173
Offender LM time steps with ball;878
Offender LM receive locations;[(0.48022835160393446, 45.895469951105305), (32.50862677472062, 56.849552923369615)]
Offender LM number of keeps;876
Offender LM number of goals;0
Offender LM location of goal shots;[]
Offender LM number of passes;2
Offender LM number of goal attempts;0
Offender LM locations of goal attempts;[]
Offender RW distance traveled;350.17870563938453
Offender RW distance traveled without ball;342.7387056393888
Offender RW distance traveled with ball;7.439999999999998
Offender RW time steps without ball;11800
