CLASS; PLAYER NAME; INITIAL POSITION; ZONE BOUNDS
Def ; LCB;-18, 12 ; -18, -18, 12, 12
Def ; CCB ; 0, 12 ; 0, 0, 12, 12
Def ; RCB ; 18, 12 ; 18, 18, 12, 12
Def ; LM ; -31, 30 ; -31, -31, 30, 30
Def ; LCM ; -10, 27 ; -10, -10, 27, 27
Def ; RCM ; 10, 27 ; 10, 10, 27, 27
Def ; RM ; 31, 30 ; 31, 31, 30, 30
Def ; LW ; -20, 40 ; -20, -20, 40, 40
Def ; CF ; 0, 45 ; 0, 0, 45, 45
Def ; RW ; 20, 40 ; 20, 20, 40, 40
